"LABID","Duplicates","Flags","FIELDID","Animal_ID","Stage_Class","Cruise","Platform","Shipper","Shipper_Organization","Shipped_Date","Received_Date","Collection_Method","Contact_ID","CONTACT_NAME","Organization_ID","Organization","Collector","Collector_Organization","Acknowledgement","Label","LAB","Species_ID","SpCode","SpType","Species_Type","SpName","Genus","Species","CommonName","SubSpecies","Species_Determ_List","USE","Restrict_Description","Date_Collected","YR","MO","DA","Location","City","Island","County","State","Country","Latitude","Latitude_Precision","Latitude_Precision_Unit","Longitude","Longitude_Precision","Longitude_Precision_Unit","OBasin","Ocean_Basin","SEX","Gender_Determination","ACCESSIONDATE","Repository_Numbers","COMMENTS","Record_Creation_Date","Edit_User","Edit_Date"
50891,,,"MAC050924.07",210352,,"2005-PICEAS-MACII",,,,,,"BIOPSY (PROJECTILE)",534,"JAY BARLOW",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"JPB",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"N",,"09/24/2005",2005,9,24,"JOHNSTON EEZ",,"Johnston Atoll",,"U.S. MINOR OUTLYING ISLANDS","UNITED STATES OF AMERICA",19.05,1,"Minute",-168.833333,1,"Minute",1,"North Pacific","F","Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.",12/1/2005 0:00:00,,"Alaina Harmon, 30 April 2024: Samples reverted to no external permission required following Jay Barlow's retirement.",5/31/2012 16:11:57,"Alaina.Harmon",4/30/2024 15:09:08
50892,,,"MAC050924.08",210353,,"2005-PICEAS-MACII",,,,,,"BIOPSY (PROJECTILE)",534,"JAY BARLOW",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"JPB",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"N",,"09/24/2005",2005,9,24,"JOHNSTON EEZ",,"Johnston Atoll",,"U.S. MINOR OUTLYING ISLANDS","UNITED STATES OF AMERICA",19.05,1,"Minute",-168.833333,1,"Minute",1,"North Pacific","F","Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.",12/1/2005 0:00:00,,"Alaina Harmon, 30 April 2024: Samples reverted to no external permission required following Jay Barlow's retirement.",5/31/2012 16:11:57,"Alaina.Harmon",4/30/2024 15:09:08
50893,,,"MAC050924.09",210354,,"2005-PICEAS-MACII",,,,,,"BIOPSY (PROJECTILE)",534,"JAY BARLOW",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"JPB",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"N",,"09/24/2005",2005,9,24,"JOHNSTON EEZ",,"Johnston Atoll",,"U.S. MINOR OUTLYING ISLANDS","UNITED STATES OF AMERICA",19.05,1,"Minute",-168.833333,1,"Minute",1,"North Pacific","F","Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.",12/1/2005 0:00:00,,"Alaina Harmon, 30 April 2024: Samples reverted to no external permission required following Jay Barlow's retirement.",5/31/2012 16:11:57,"Alaina.Harmon",4/30/2024 15:09:08
50894,,,"MAC050924.10",210355,,"2005-PICEAS-MACII",,,,,,"BIOPSY (PROJECTILE)",534,"JAY BARLOW",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"JPB",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"N",,"09/24/2005",2005,9,24,"JOHNSTON EEZ",,"Johnston Atoll",,"U.S. MINOR OUTLYING ISLANDS","UNITED STATES OF AMERICA",19.05,1,"Minute",-168.833333,1,"Minute",1,"North Pacific","M","Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.",12/1/2005 0:00:00,,"Alaina Harmon, 30 April 2024: Samples reverted to no external permission required following Jay Barlow's retirement.",5/31/2012 16:11:57,"Alaina.Harmon",4/30/2024 15:09:08
52709,,"SPLASH","HMMC2006-130",211816,,,,,,,,"BIOPSY (PROJECTILE)",704,"SUZANNE YIN",265,"HAWAIIAN ISLANDS HUMPBACK WHALE NATIONAL MARINE SANCTUARY",,,,,"KMR",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"N",,"02/12/2006",2006,2,12,,,,,"HAWAII","UNITED STATES OF AMERICA",20.116666,1,"Minute",-155.933333,1,"Minute",1,"North Pacific","F","Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.",3/9/2006 0:00:00,,"ALLAN LIGON-808-879-2818EXT109,808-874-3815FAX,ALLAN.LIGON@NOAA.GOV.  Source was recorded as ""BIOPSY-SPLASH-HIHWNMS""",5/31/2012 16:12:28,"dan.prosperi",6/30/2022 16:20:11
52710,,"SPLASH","HMMC2006-131",211817,,,,,,,,"BIOPSY (PROJECTILE)",704,"SUZANNE YIN",265,"HAWAIIAN ISLANDS HUMPBACK WHALE NATIONAL MARINE SANCTUARY",,,,,"KMR",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"N",,"02/12/2006",2006,2,12,,,,,"HAWAII","UNITED STATES OF AMERICA",20.116666,1,"Minute",-155.933333,1,"Minute",1,"North Pacific","F","Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.",3/9/2006 0:00:00,,"ALLAN LIGON-808-879-2818EXT109,808-874-3815FAX,ALLAN.LIGON@NOAA.GOV.  Source was recorded as ""BIOPSY-SPLASH-HIHWNMS""",5/31/2012 16:12:28,"dan.prosperi",6/30/2022 16:20:11
55256,,,"RWB2006MAR26.02",212851,,,,,,,,"BIOPSY (PROJECTILE)",673,"ROBIN BAIRD",255,"CASCADIA RESEARCH COLLECTIVE",,,,,"SJC",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"Y","Donator requested that PI request permission to use in study","03/26/2006",2006,3,26,,,,,"HAWAII","UNITED STATES OF AMERICA",19.866666,1,"Minute",-156.066666,1,"Minute",1,"North Pacific","U",,5/15/2006 0:00:00,,,5/31/2012 16:13:11,"dan.prosperi",6/10/2022 15:33:43
55257,,,"RWB2006MAR26.03",212852,,,,,,,,"BIOPSY (PROJECTILE)",673,"ROBIN BAIRD",255,"CASCADIA RESEARCH COLLECTIVE",,,,,"SJC",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"Y","Donator requested that PI request permission to use in study","03/26/2006",2006,3,26,,,,,"HAWAII","UNITED STATES OF AMERICA",19.866666,1,"Minute",-156.05,1,"Minute",1,"North Pacific","F","Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.",5/15/2006 0:00:00,,,5/31/2012 16:13:11,"dan.prosperi",6/10/2022 15:33:43
55258,,,"RWB2006MAR26.04",212853,,,,,,,,"BIOPSY (PROJECTILE)",673,"ROBIN BAIRD",255,"CASCADIA RESEARCH COLLECTIVE",,,,,"SJC",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"Y","Donator requested that PI request permission to use in study","03/26/2006",2006,3,26,,,,,"HAWAII","UNITED STATES OF AMERICA",19.883333,1,"Minute",-156.033333,1,"Minute",1,"North Pacific","F","Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.",5/15/2006 0:00:00,,,5/31/2012 16:13:11,"dan.prosperi",6/10/2022 15:33:43
55259,,,"RWB2006MAR26.07",212854,,,,,,,,"BIOPSY (PROJECTILE)",673,"ROBIN BAIRD",255,"CASCADIA RESEARCH COLLECTIVE",,,,,"SJC",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"Y","Donator requested that PI request permission to use in study","03/26/2006",2006,3,26,,,,,"HAWAII","UNITED STATES OF AMERICA",19.933333,1,"Minute",-156.016666,1,"Minute",1,"North Pacific","F","Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.",5/15/2006 0:00:00,,,5/31/2012 16:13:11,"dan.prosperi",6/10/2022 15:33:43
55260,,,"RWB2006MAR26.08",212855,,,,,,,,"BIOPSY (PROJECTILE)",673,"ROBIN BAIRD",255,"CASCADIA RESEARCH COLLECTIVE",,,,,"SJC",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"Y","Donator requested that PI request permission to use in study","03/26/2006",2006,3,26,,,,,"HAWAII","UNITED STATES OF AMERICA",19.933333,1,"Minute",-156.016666,1,"Minute",1,"North Pacific","F","Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.",5/15/2006 0:00:00,,,5/31/2012 16:13:11,"dan.prosperi",6/10/2022 15:33:43
55261,,,"RWB2006MAR26.09",212856,,,,,,,,"BIOPSY (PROJECTILE)",673,"ROBIN BAIRD",255,"CASCADIA RESEARCH COLLECTIVE",,,,,"SJC",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"Y","Donator requested that PI request permission to use in study","03/26/2006",2006,3,26,,,,,"HAWAII","UNITED STATES OF AMERICA",19.95,1,"Minute",-156,1,"Minute",1,"North Pacific","U",,5/15/2006 0:00:00,,,5/31/2012 16:13:11,"dan.prosperi",6/10/2022 15:33:43
55262,,,"RWB2006MAR26.10",212857,,,,,,,,"BIOPSY (PROJECTILE)",673,"ROBIN BAIRD",255,"CASCADIA RESEARCH COLLECTIVE",,,,,"SJC",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"Y","Donator requested that PI request permission to use in study","03/26/2006",2006,3,26,,,,,"HAWAII","UNITED STATES OF AMERICA",19.95,1,"Minute",-156,1,"Minute",1,"North Pacific","M","Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.",5/15/2006 0:00:00,,,5/31/2012 16:13:11,"dan.prosperi",6/10/2022 15:33:43
55263,,,"RWB2006MAR26.11",212858,,,,,,,,"BIOPSY (PROJECTILE)",673,"ROBIN BAIRD",255,"CASCADIA RESEARCH COLLECTIVE",,,,,"SJC",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"Y","Donator requested that PI request permission to use in study","03/26/2006",2006,3,26,,,,,"HAWAII","UNITED STATES OF AMERICA",19.95,1,"Minute",-156,1,"Minute",1,"North Pacific","U",,5/15/2006 0:00:00,,,5/31/2012 16:13:11,"dan.prosperi",6/10/2022 15:33:43
55267,,,"RWB2006MAR30.01",212862,,,,,,,,"BIOPSY (PROJECTILE)",673,"ROBIN BAIRD",255,"CASCADIA RESEARCH COLLECTIVE",,,,,"SJC",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"Y","Donator requested that PI request permission to use in study","03/30/2006",2006,3,30,,,,,"HAWAII","UNITED STATES OF AMERICA",19.833333,1,"Minute",-156.1,1,"Minute",1,"North Pacific","F","Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.",5/15/2006 0:00:00,,,5/31/2012 16:13:12,"dan.prosperi",6/10/2022 15:33:43
55268,,,"RWB2006MAR30.02",212863,,,,,,,,"BIOPSY (PROJECTILE)",673,"ROBIN BAIRD",255,"CASCADIA RESEARCH COLLECTIVE",,,,,"SJC",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"Y","Donator requested that PI request permission to use in study","03/30/2006",2006,3,30,,,,,"HAWAII","UNITED STATES OF AMERICA",19.833333,1,"Minute",-156.1,1,"Minute",1,"North Pacific","M","Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.",5/15/2006 0:00:00,,,5/31/2012 16:13:12,"dan.prosperi",6/10/2022 15:33:43
55269,,,"RWB2006MAR30.03",212864,,,,,,,,"BIOPSY (PROJECTILE)",673,"ROBIN BAIRD",255,"CASCADIA RESEARCH COLLECTIVE",,,,,"SJC",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"Y","Donator requested that PI request permission to use in study","03/30/2006",2006,3,30,,,,,"HAWAII","UNITED STATES OF AMERICA",19.833333,1,"Minute",-156.1,1,"Minute",1,"North Pacific","F","Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.",5/15/2006 0:00:00,,,5/31/2012 16:13:12,"dan.prosperi",6/10/2022 15:33:43
55270,,,"RWB2006MAR30.04",212865,,,,,,,,"BIOPSY (PROJECTILE)",673,"ROBIN BAIRD",255,"CASCADIA RESEARCH COLLECTIVE",,,,,"SJC",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"Y","Donator requested that PI request permission to use in study","03/30/2006",2006,3,30,,,,,"HAWAII","UNITED STATES OF AMERICA",19.85,1,"Minute",-156.1,1,"Minute",1,"North Pacific","U",,5/15/2006 0:00:00,,,5/31/2012 16:13:12,"dan.prosperi",6/10/2022 15:33:43
55271,,,"RWB2006MAR30.05",212866,,,,,,,,"BIOPSY (PROJECTILE)",673,"ROBIN BAIRD",255,"CASCADIA RESEARCH COLLECTIVE",,,,,"SJC",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"Y","Donator requested that PI request permission to use in study","03/30/2006",2006,3,30,,,,,"HAWAII","UNITED STATES OF AMERICA",19.85,1,"Minute",-156.083333,1,"Minute",1,"North Pacific","U",,5/15/2006 0:00:00,,,5/31/2012 16:13:12,"dan.prosperi",6/10/2022 15:33:43
56745,,,"HISRG-06-26-0a",213662,,,,,,,,"STRANDING",625,"MARLEE BREESE",406,"MARINE MAMMAL RESEARCH PROGRAM",,,,,"SJC",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"N",,"08/19/2003",2003,8,19,"HAUULA BEACH",,"Oahu","Honolulu","HAWAII","UNITED STATES OF AMERICA",,,,,,,1,"North Pacific","M","Field determination: external exam only; live animal or carcass was examined but not dissected.",8/11/2006 0:00:00,,,5/31/2012 16:13:35,"dan.prosperi",6/27/2022 14:46:20
56751,,,"PELE-050825",213668,,,,,,,,"STRANDING",625,"MARLEE BREESE",406,"MARINE MAMMAL RESEARCH PROGRAM",,,,,"SJC",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"N",,"08/25/2005",2005,8,25,"HONOLULU, WAIMANELO, FAR NW END OF BELLO",,"Oahu",,"HAWAII","UNITED STATES OF AMERICA",21.366666,1,"Minute",-157.7,1,"Minute",1,"North Pacific","M","Field determination: gonads were examined; carcass was examined and dissected.",8/11/2006 0:00:00,,,5/31/2012 16:13:35,"dan.prosperi",6/27/2022 14:46:20
64632,,,"HMMC2007-021",216224,,,,,,,,"BIOPSY (PROJECTILE)",704,"SUZANNE YIN",364,"HAWAII MARINE MAMMAL CONSORTIUM",,,"Hawai‘i Marine Mammal Consortium",,"SJC",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"Y","Donator requested that PI request permission to use in study","02/15/2007",2007,2,15,,,,,"HAWAII","UNITED STATES OF AMERICA",20.033333,1,"Minute",-155.916666,1,"Minute",1,"North Pacific","M","Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.",5/7/2007 0:00:00,,"Susan Rickards (808)640-1352,ALLAN LIGON-808-879-2818ext109,808-874-3815FAX,ALLAN.LIGON@NOAA.GOV",5/31/2012 16:15:43,"dan.prosperi",6/23/2022 9:00:56
64633,,,"HMMC2007-022",216225,,,,,,,,"BIOPSY (PROJECTILE)",704,"SUZANNE YIN",364,"HAWAII MARINE MAMMAL CONSORTIUM",,,"Hawai‘i Marine Mammal Consortium",,"SJC",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"Y","Donator requested that PI request permission to use in study","02/15/2007",2007,2,15,,,,,"HAWAII","UNITED STATES OF AMERICA",20.033333,1,"Minute",-155.916666,1,"Minute",1,"North Pacific","M","Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.",5/7/2007 0:00:00,,"Susan Rickards (808)640-1352,ALLAN LIGON-808-879-2818ext109,808-874-3815FAX,ALLAN.LIGON@NOAA.GOV",5/31/2012 16:15:43,"dan.prosperi",6/23/2022 9:00:56
64634,,,"HMMC2007-023",216226,,,,,,,,"BIOPSY (PROJECTILE)",704,"SUZANNE YIN",364,"HAWAII MARINE MAMMAL CONSORTIUM",,,"Hawai‘i Marine Mammal Consortium",,"SJC",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"Y","Donator requested that PI request permission to use in study","02/15/2007",2007,2,15,,,,,"HAWAII","UNITED STATES OF AMERICA",20.033333,1,"Minute",-155.916666,1,"Minute",1,"North Pacific","M","Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.",5/7/2007 0:00:00,,"Susan Rickards (808)640-1352,ALLAN LIGON-808-879-2818ext109,808-874-3815FAX,ALLAN.LIGON@NOAA.GOV",5/31/2012 16:15:43,"dan.prosperi",6/23/2022 9:00:56
64640,,,"HMMC2007-029",216232,,,,,,,,"BIOPSY (PROJECTILE)",704,"SUZANNE YIN",364,"HAWAII MARINE MAMMAL CONSORTIUM",,,"Hawai‘i Marine Mammal Consortium",,"SJC",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"Y","Donator requested that PI request permission to use in study","02/23/2007",2007,2,23,,,,,"HAWAII","UNITED STATES OF AMERICA",20.133333,1,"Minute",-155.916666,1,"Minute",1,"North Pacific","M","Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.",5/7/2007 0:00:00,,"Susan Rickards (808)640-1352,ALLAN LIGON-808-879-2818ext109,808-874-3815FAX,ALLAN.LIGON@NOAA.GOV",5/31/2012 16:15:43,"dan.prosperi",6/23/2022 9:00:56
64641,,,"HMMC2007-030",216233,,,,,,,,"NON-INVASIVE SAMPLING",704,"SUZANNE YIN",364,"HAWAII MARINE MAMMAL CONSORTIUM",,,"Hawai‘i Marine Mammal Consortium",,"SJC",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"Y","Donator requested that PI request permission to use in study","02/23/2007",2007,2,23,,,,,"HAWAII","UNITED STATES OF AMERICA",20.133333,1,"Minute",-155.916666,1,"Minute",1,"North Pacific","M","Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.",5/7/2007 0:00:00,,"Susan Rickards (808)640-1352,ALLAN LIGON-808-879-2818ext109,808-874-3815FAX,ALLAN.LIGON@NOAA.GOV.  SLOUGHED",5/31/2012 16:15:43,"dan.prosperi",6/23/2022 9:00:56
70974,,,"PELE0707",218615,,,,,,,,"STRANDING",587,"KRISTI WEST",365,"HAWAII PACIFIC UNIVERSITY",,,"Contact Kristi West",,"SJC",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"Y","Donator requested that PI request permission to use in study","07/??/2007",2007,7,,"SOUTH POINT",,"Hawaii",,"HAWAII","UNITED STATES OF AMERICA",,,,,,,1,"North Pacific","U",,11/7/2007 0:00:00,,,5/31/2012 16:17:28,"dan.prosperi",6/7/2022 16:27:04
70976,,,"PELE050825",218617,,,,,,,,"STRANDING",587,"KRISTI WEST",365,"HAWAII PACIFIC UNIVERSITY",,,"Contact Kristi West",,"SJC",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"Y","Donator requested that PI request permission to use in study","08/25/2005",2005,8,25,"WAIMANALO",,"Oahu",,"HAWAII","UNITED STATES OF AMERICA",,,,,,,1,"North Pacific","U",,11/7/2007 0:00:00,,,5/31/2012 16:17:28,"dan.prosperi",6/7/2022 16:27:04
73887,,,"RWB2008APR19.01",219163,,,,,,,,"BIOPSY (PROJECTILE)",673,"ROBIN BAIRD",255,"CASCADIA RESEARCH COLLECTIVE",,,,,"ARC",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"Y","Donator requested that PI request permission to use in study","04/19/2008",2008,4,19,,,,,"HAWAII","UNITED STATES OF AMERICA",19.666666,1,"Minute",-156.15,1,"Minute",1,"North Pacific","U",,4/29/2008 0:00:00,,,5/31/2012 16:18:17,"dan.prosperi",6/10/2022 15:33:43
73888,,,"RWB2008APR19.02",219164,,,,,,,,"BIOPSY (PROJECTILE)",673,"ROBIN BAIRD",255,"CASCADIA RESEARCH COLLECTIVE",,,,,"ARC",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"Y","Donator requested that PI request permission to use in study","04/19/2008",2008,4,19,,,,,"HAWAII","UNITED STATES OF AMERICA",19.683333,1,"Minute",-156.15,1,"Minute",1,"North Pacific","U",,4/29/2008 0:00:00,,,5/31/2012 16:18:17,"dan.prosperi",6/10/2022 15:33:43
73889,,,"RWB2008APR19.03",219165,,,,,,,,"BIOPSY (PROJECTILE)",673,"ROBIN BAIRD",255,"CASCADIA RESEARCH COLLECTIVE",,,,,"ARC",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"Y","Donator requested that PI request permission to use in study","04/19/2008",2008,4,19,,,,,"HAWAII","UNITED STATES OF AMERICA",19.683333,1,"Minute",-156.15,1,"Minute",1,"North Pacific","F","Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.",4/29/2008 0:00:00,,,5/31/2012 16:18:17,"dan.prosperi",6/10/2022 15:33:43
73890,,,"RWB2008APR19.06",219166,,,,,,,,"BIOPSY (PROJECTILE)",673,"ROBIN BAIRD",255,"CASCADIA RESEARCH COLLECTIVE",,,,,"ARC",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"Y","Donator requested that PI request permission to use in study","04/19/2008",2008,4,19,,,,,"HAWAII","UNITED STATES OF AMERICA",19.916666,1,"Minute",-156.183333,1,"Minute",1,"North Pacific","M","Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.",4/29/2008 0:00:00,,,5/31/2012 16:18:17,"dan.prosperi",6/10/2022 15:33:43
73891,,,"RWB2008APR19.07",219167,,,,,,,,"BIOPSY (PROJECTILE)",673,"ROBIN BAIRD",255,"CASCADIA RESEARCH COLLECTIVE",,,,,"ARC",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"Y","Donator requested that PI request permission to use in study","04/19/2008",2008,4,19,,,,,"HAWAII","UNITED STATES OF AMERICA",19.95,1,"Minute",-156.183333,1,"Minute",1,"North Pacific","U",,4/29/2008 0:00:00,,,5/31/2012 16:18:17,"dan.prosperi",6/10/2022 15:33:43
73892,,,"RWB2008APR19.08",219168,,,,,,,,"BIOPSY (PROJECTILE)",673,"ROBIN BAIRD",255,"CASCADIA RESEARCH COLLECTIVE",,,,,"ARC",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"Y","Donator requested that PI request permission to use in study","04/19/2008",2008,4,19,,,,,"HAWAII","UNITED STATES OF AMERICA",19.95,1,"Minute",-156.183333,1,"Minute",1,"North Pacific","F","Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.",4/29/2008 0:00:00,,,5/31/2012 16:18:17,"dan.prosperi",6/10/2022 15:33:43
74881,,,"RLP1",219529,,,,,,,,"BIOPSY (PROJECTILE)",670,"ROBERT PITMAN",1,"SWFSC","ROBERT PITMAN",,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"RLP",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"N",,"08/25/2008",2008,8,25,,,"Palmyra Atoll",,"U.S. MINOR OUTLYING ISLANDS","UNITED STATES OF AMERICA",5.9,1,"Minute",-162.1,1,"Minute",1,"North Pacific","M","Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.",10/3/2008 0:00:00,,"changed to not use restricted per Pitman retirement.  Collected by R. L. Pitman for L. Galver thesis project",5/31/2012 16:18:33,"dan.prosperi",6/27/2022 6:57:11
74882,,,"RLP2",219530,,,,,,,,"BIOPSY (PROJECTILE)",670,"ROBERT PITMAN",1,"SWFSC","ROBERT PITMAN",,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"RLP",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"N",,"08/25/2008",2008,8,25,,,"Palmyra Atoll",,"U.S. MINOR OUTLYING ISLANDS","UNITED STATES OF AMERICA",5.9,1,"Minute",-162.1,1,"Minute",1,"North Pacific","F","Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.",10/3/2008 0:00:00,,"changed to not use restricted per Pitman retirement.  Collected by R. L. Pitman for L. Galver thesis project",5/31/2012 16:18:33,"dan.prosperi",6/27/2022 6:57:11
74883,,,"RLP3",219531,,,,,,,,"BIOPSY (PROJECTILE)",670,"ROBERT PITMAN",1,"SWFSC","ROBERT PITMAN",,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"RLP",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"N",,"08/25/2008",2008,8,25,,,"Palmyra Atoll",,"U.S. MINOR OUTLYING ISLANDS","UNITED STATES OF AMERICA",5.9,1,"Minute",-162.1,1,"Minute",1,"North Pacific","F","Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.",10/3/2008 0:00:00,,"changed to not use restricted per Pitman retirement.  Collected by R. L. Pitman for L. Galver thesis project",5/31/2012 16:18:33,"dan.prosperi",6/27/2022 6:57:11
74884,,,"RLP4",219532,,,,,,,,"BIOPSY (PROJECTILE)",670,"ROBERT PITMAN",1,"SWFSC","ROBERT PITMAN",,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"RLP",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"N",,"08/25/2008",2008,8,25,,,"Palmyra Atoll",,"U.S. MINOR OUTLYING ISLANDS","UNITED STATES OF AMERICA",5.9,1,"Minute",-162.1,1,"Minute",1,"North Pacific","F","Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.",10/3/2008 0:00:00,,"changed to not use restricted per Pitman retirement.  Collected by R. L. Pitman for L. Galver thesis project",5/31/2012 16:18:33,"dan.prosperi",6/27/2022 6:57:11
74885,,,"RLP5",219533,,,,,,,,"BIOPSY (PROJECTILE)",670,"ROBERT PITMAN",1,"SWFSC","ROBERT PITMAN",,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"RLP",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"N",,"08/25/2008",2008,8,25,,,"Palmyra Atoll",,"U.S. MINOR OUTLYING ISLANDS","UNITED STATES OF AMERICA",5.9,1,"Minute",-162.1,1,"Minute",1,"North Pacific","F","Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.",10/3/2008 0:00:00,,"changed to not use restricted per Pitman retirement.  Collected by R. L. Pitman for L. Galver thesis project",5/31/2012 16:18:33,"dan.prosperi",6/27/2022 6:57:11
74886,,,"RLP6",219534,,,,,,,,"BIOPSY (PROJECTILE)",670,"ROBERT PITMAN",1,"SWFSC","ROBERT PITMAN",,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"RLP",31,"031","C","CETACEA","P ele","Peponocephala","electra","Melon headed-whale",,,"N",,"08/26/2008",2008,8,26,,,"Palmyra Atoll",,"U.S. MINOR OUTLYING ISLANDS","UNITED STATES OF AMERICA",5.85,1,"Minute",-162.116666,1,"Minute",1,"North Pacific","M","Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.",10/3/2008 0:00:00,,"changed to not use restricted per Pitman retirement.  Collected by R. L. Pitman for L. Galver thesis project",5/31/2012 16:18:33,"dan.prosperi",6/27/2022 6:57:11
