"LABID","Duplicates","Flags","FIELDID","Animal_ID","Stage_Class","Cruise","Platform","Shipper","Shipper_Organization","Shipped_Date","Received_Date","Collection_Method","Contact_ID","CONTACT_NAME","Organization_ID","Organization","Collector","Collector_Organization","Acknowledgement","Label","LAB","Species_ID","SpCode","SpType","Species_Type","SpName","Genus","Species","CommonName","SubSpecies","Species_Determ_List","USE","Restrict_Description","Date_Collected","YR","MO","DA","Location","City","Island","County","State","Country","Latitude","Latitude_Precision","Latitude_Precision_Unit","Longitude","Longitude_Precision","Longitude_Precision_Unit","OBasin","Ocean_Basin","SEX","Gender_Determination","ACCESSIONDATE","Repository_Numbers","COMMENTS","Record_Creation_Date","Edit_User","Edit_Date"
26309,,,"DSJ011109.06",196842,,"2001-ORCAWALE-DSJ",,,,,,"BIOPSY (PROJECTILE)",534,"JAY BARLOW",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"JPB",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"11/09/2001",2001,11,9,"WEST COAST",,,,,"UNITED STATES OF AMERICA",34.016666,1,"Minute",-119.366666,1,"Minute",1,"North Pacific","U",,12/14/2001 0:00:00,,"Alaina Harmon, 30 April 2024: Samples reverted to no external permission required following Jay Barlow's retirement.",5/31/2012 16:05:11,"Alaina.Harmon",4/30/2024 15:09:08
26642,,,"KXD0020",196988,,,,,,,,"STRANDING",398,"STRANDING COORDINATOR ",1,"SWFSC",,,"NMFS, Southwest Fisheries Science Center",,"K_D",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"02/06/2002",2002,2,6,"SAN ONOFRE STATE BEACH",,,"San Diego","CALIFORNIA","UNITED STATES OF AMERICA",33.366666,1,"Minute",-117.566666,1,"Minute",1,"North Pacific","M","Field determination: gonads were examined; carcass was examined and dissected.",3/13/2002 0:00:00,,"2nd VIAL IS MUSCLE; FISHERY INTERACTION",5/31/2012 16:05:16,"dan.prosperi",2/6/2023 9:01:53
26643,,,"KXD0021",196989,,,,,,,,"STRANDING",398,"STRANDING COORDINATOR ",1,"SWFSC",,,"NMFS, Southwest Fisheries Science Center",,"K_D",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"02/07/2002",2002,2,7,"SAN CLEMENTE CITY BEACH",,,,"CALIFORNIA","UNITED STATES OF AMERICA",33.416666,1,"Minute",-117.616666,1,"Minute",1,"North Pacific","M","Field determination: gonads were examined; carcass was examined and dissected.",3/13/2002 0:00:00,,,5/31/2012 16:05:16,"dan.prosperi",6/8/2022 7:21:53
28480,,,"HYDE020809.09",198068,,,,,,,,"BIOPSY (PROJECTILE)",552,"JOHN HYDE",1,"SWFSC",,,"J. Hyde, Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"JRH",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"08/09/2002",2002,8,9,"OFFSHORE",,,"San Diego","CALIFORNIA","UNITED STATES OF AMERICA",32.883333,1,"Minute",-117.4,1,"Minute",1,"North Pacific","U",,9/11/2002 0:00:00,,,5/31/2012 16:05:46,"dan.prosperi",6/10/2022 15:06:32
32931,,,"MLMLMM504",200726,,,,,,,,"STRANDING",543,"JIM HARVEY",7,"Moss Landing Marine Laboratories",,,"Moss Landing Marine Laboratories, CA Stranding Network Participants",,"KMR",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"08/01/1997",1997,8,1,"CARMEL, GARRAPATA ST. PARK, GARRAPATA BEACH",,,"Monterey","CALIFORNIA","UNITED STATES OF AMERICA",36.45,1,"Minute",-121.9,1,"Minute",1,"North Pacific","M","Field determination: gonads were examined; carcass was examined and dissected.",5/14/2003 0:00:00,,"Additional Contact:  P.O. BOX 450, TIFFINI BROOKENS-TJBROOKEN@AOL.COM",5/31/2012 16:07:00,"dan.prosperi",6/21/2022 9:17:40
32940,,,"MLMLMM979",200735,,,,,,,,"STRANDING",543,"JIM HARVEY",7,"Moss Landing Marine Laboratories",,,"Moss Landing Marine Laboratories, CA Stranding Network Participants",,"KMR",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"01/01/2003",2003,1,1,"MONTEREY, MOSS LANDING, ML STATE BEACH 1.5 MILE N.JETTY",,,,"CALIFORNIA","UNITED STATES OF AMERICA",36.816666,1,"Minute",-121.8,1,"Minute",1,"North Pacific","F","Field determination: external exam only; live animal or carcass was examined but not dissected.",5/14/2003 0:00:00,,"Additional Contact:  P.O. BOX 450, TIFFINI BROOKENS-TJBROOKEN@AOL.COM",5/31/2012 16:07:00,"dan.prosperi",6/21/2022 9:17:40
37967,,,"DSJ030810.05",203243,,"2003-STAR-DSJ",,,,,,"BIOPSY (PROJECTILE)",603,"LISA Ballance",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"ARC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"08/10/2003",2003,8,10,,,,,,"MEXICO",24.183333,1,"Minute",-109.366666,1,"Minute",1,"North Pacific","U",,1/12/2004 0:00:00,,"A-1 S(DMSO).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/2012 16:08:23,"dan.prosperi",4/10/2024 10:11:22
37971,,,"DSJ030811.04",203247,,"2003-STAR-DSJ",,,,,,"BIOPSY (PROJECTILE)",603,"LISA Ballance",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"ARC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"08/11/2003",2003,8,11,,,,,,"MEXICO",26.266666,1,"Minute",-119.816666,1,"Minute",1,"North Pacific","U",,1/12/2004 0:00:00,,"A-1 S(DMSO),I-1 S(1ST IN LIQ.NITROGEN THEN FRZN -80), 1 M(BLUBBER FRZN -80).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/2012 16:08:23,"dan.prosperi",4/10/2024 10:11:22
37972,,,"DSJ030811.05",203248,,"2003-STAR-DSJ",,,,,,"BIOPSY (PROJECTILE)",603,"LISA Ballance",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"ARC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"08/11/2003",2003,8,11,,,,,,"MEXICO",26.216666,1,"Minute",-119.816666,1,"Minute",1,"North Pacific","U",,1/12/2004 0:00:00,,"BLUBBER WENT INTO DMSO FIRST,A-1 S(DMSO),I-1 S(1ST LIQ.NIT.FRZN -80),1M-80.  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/2012 16:08:23,"dan.prosperi",4/10/2024 10:11:22
38113,,,"DSJ030906.11",203389,,"2003-STAR-DSJ",,,,,,"BIOPSY (PROJECTILE)",603,"LISA Ballance",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"ARC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"09/06/2003",2003,9,6,,,,,,"MEXICO",17.1,1,"Minute",-100.966666,1,"Minute",1,"North Pacific","U",,1/12/2004 0:00:00,,"A-1 S(DMSO),I-1 S(1ST IN LIQ.NITROGEN THEN FRZN -80), 1 M(BLUBBER FRZN -80).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/2012 16:08:26,"dan.prosperi",4/10/2024 10:11:22
38114,,,"DSJ030906.12",203390,,"2003-STAR-DSJ",,,,,,"BIOPSY (PROJECTILE)",603,"LISA Ballance",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"ARC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"09/06/2003",2003,9,6,,,,,,"MEXICO",17.1,1,"Minute",-100.966666,1,"Minute",1,"North Pacific","U",,1/12/2004 0:00:00,,"A-1 S(DMSO),I-1 S(1ST IN LIQ.NITROGEN THEN FRZN -80), 1 M(BLUBBER FRZN -80).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/2012 16:08:26,"dan.prosperi",4/10/2024 10:11:22
38251,,,"DSJ031029.21",203527,,"2003-STAR-DSJ",,,,,,"BIOPSY (PROJECTILE)",603,"LISA Ballance",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"ARC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"10/29/2003",2003,10,29,,,,,,"MEXICO",15.15,1,"Minute",-94.05,1,"Minute",1,"North Pacific","U",,1/12/2004 0:00:00,,"A-1 S(DMSO),I-1 S(1ST IN LIQ.NITROGEN THEN FRZN -80), 1 M(BLUBBER FRZN -80).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/2012 16:08:28,"dan.prosperi",4/10/2024 10:11:22
38252,,,"DSJ031029.22",203528,,"2003-STAR-DSJ",,,,,,"BIOPSY (PROJECTILE)",603,"LISA Ballance",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"ARC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"10/29/2003",2003,10,29,,,,,,"MEXICO",15.15,1,"Minute",-94.05,1,"Minute",1,"North Pacific","U",,1/12/2004 0:00:00,,"A-1 S(DMSO),I-1 S(1ST IN LIQ.NITROGEN THEN FRZN -80), 1 M(BLUBBER FRZN -80).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/2012 16:08:28,"dan.prosperi",4/10/2024 10:11:22
38253,,,"DSJ031029.23",203529,,"2003-STAR-DSJ",,,,,,"BIOPSY (PROJECTILE)",603,"LISA Ballance",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"ARC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"10/29/2003",2003,10,29,,,,,,"MEXICO",15.15,1,"Minute",-94.05,1,"Minute",1,"North Pacific","U",,1/12/2004 0:00:00,,"A-1 S(DMSO),I-1 S(1ST IN LIQ.NITROGEN THEN FRZN -80), 1 M(BLUBBER FRZN -80).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/2012 16:08:28,"dan.prosperi",4/10/2024 10:11:22
38254,,,"DSJ031029.24",203530,,"2003-STAR-DSJ",,,,,,"BIOPSY (PROJECTILE)",603,"LISA Ballance",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"ARC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"10/29/2003",2003,10,29,,,,,,"MEXICO",15.183333,1,"Minute",-94.216666,1,"Minute",1,"North Pacific","U",,1/12/2004 0:00:00,,"A-1 S(DMSO),I-1 S(1ST IN LIQ.NITROGEN THEN FRZN -80), 1 M(BLUBBER FRZN -80).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/2012 16:08:28,"dan.prosperi",4/10/2024 10:11:22
38255,,,"DSJ031029.25",203531,,"2003-STAR-DSJ",,,,,,"BIOPSY (PROJECTILE)",603,"LISA Ballance",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"ARC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"10/29/2003",2003,10,29,,,,,,"MEXICO",15.183333,1,"Minute",-94.216666,1,"Minute",1,"North Pacific","U",,1/12/2004 0:00:00,,"A-1 S(DMSO),I-1 S(1ST IN LIQ.NITROGEN THEN FRZN -80), 1 M(BLUBBER FRZN -80).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/2012 16:08:28,"dan.prosperi",4/10/2024 10:11:22
38256,,,"DSJ031029.26",203532,,"2003-STAR-DSJ",,,,,,"BIOPSY (PROJECTILE)",603,"LISA Ballance",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"ARC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"10/29/2003",2003,10,29,,,,,,"MEXICO",15.183333,1,"Minute",-94.216666,1,"Minute",1,"North Pacific","U",,1/12/2004 0:00:00,,"A-1 S(DMSO),I-1 S(1ST IN LIQ.NITROGEN THEN FRZN -80), 1 M(BLUBBER FRZN -80).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/2012 16:08:28,"dan.prosperi",4/10/2024 10:11:22
38257,,,"DSJ031029.27",203533,,"2003-STAR-DSJ",,,,,,"BIOPSY (PROJECTILE)",603,"LISA Ballance",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"ARC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"10/29/2003",2003,10,29,,,,,,"MEXICO",15.183333,1,"Minute",-94.216666,1,"Minute",1,"North Pacific","U",,1/12/2004 0:00:00,,"A-1 S(DMSO),I-1 S(1ST IN LIQ.NITROGEN THEN FRZN -80), 1 M(BLUBBER FRZN -80).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/2012 16:08:28,"dan.prosperi",4/10/2024 10:11:22
38258,,,"DSJ031029.28",203534,,"2003-STAR-DSJ",,,,,,"BIOPSY (PROJECTILE)",603,"LISA Ballance",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"ARC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"10/29/2003",2003,10,29,,,,,,"MEXICO",15.183333,1,"Minute",-94.216666,1,"Minute",1,"North Pacific","U",,1/12/2004 0:00:00,,"A-1 S(DMSO),I-1 S(1ST IN LIQ.NITROGEN THEN FRZN -80), 1 M(BLUBBER FRZN -80).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/2012 16:08:28,"dan.prosperi",4/10/2024 10:11:22
38266,,,"DSJ031030.08",203542,,"2003-STAR-DSJ",,,,,,"BIOPSY (PROJECTILE)",603,"LISA Ballance",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"ARC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"10/30/2003",2003,10,30,,,,,,"MEXICO",15.583333,1,"Minute",-95.883333,1,"Minute",1,"North Pacific","U",,1/12/2004 0:00:00,,"A-1 S(DMSO),I-1 S(1ST IN LIQ.NITROGEN THEN FRZN -80), 1 M(BLUBBER FRZN -80).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/2012 16:08:28,"dan.prosperi",4/10/2024 10:11:22
38275,,,"DSJ031101.02",203551,,"2003-STAR-DSJ",,,,,,"BIOPSY (PROJECTILE)",603,"LISA Ballance",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"ARC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"11/01/2003",2003,11,1,,,,,,"MEXICO",15.266666,1,"Minute",-100.8,1,"Minute",1,"North Pacific","U",,1/12/2004 0:00:00,,"A-1 S(DMSO),I-1 S(1ST IN LIQ.NITROGEN THEN FRZN -80).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/2012 16:08:29,"dan.prosperi",4/10/2024 10:11:22
38276,,,"DSJ031101.03",203552,,"2003-STAR-DSJ",,,,,,"BIOPSY (PROJECTILE)",603,"LISA Ballance",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"ARC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"11/01/2003",2003,11,1,,,,,,"MEXICO",15.266666,1,"Minute",-100.8,1,"Minute",1,"North Pacific","U",,1/12/2004 0:00:00,,"A-1 S(DMSO).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/2012 16:08:29,"dan.prosperi",4/10/2024 10:11:22
38277,,,"DSJ031101.04",203553,,"2003-STAR-DSJ",,,,,,"BIOPSY (PROJECTILE)",603,"LISA Ballance",1,"SWFSC",,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"ARC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"11/01/2003",2003,11,1,,,,,,"MEXICO",15.266666,1,"Minute",-100.8,1,"Minute",1,"North Pacific","U",,1/12/2004 0:00:00,,"A-1 S(DMSO),I-1 S(1ST IN LIQ.NITROGEN THEN FRZN -80), 1 M(BLUBBER FRZN -80).  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions",5/31/2012 16:08:29,"dan.prosperi",4/10/2024 10:11:22
39080,,"CAGN","BXD0010",203828,,,,,,,,"BYCATCH",385,"Kerri Danil",459,"NMFS, SWR, OBSERVER PROGRAM",,,"NMFS, SOUTHWEST REGION FISHERY OBSERVER PROGRAM and SOUTHWEST FISHERIES SCIENCE CENTER",,"SJC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"11/16/2003",2003,11,16,"OFFSHORE",,,,"CALIFORNIA","UNITED STATES OF AMERICA",35.966666,1,"Minute",-121.933333,1,"Minute",1,"North Pacific","M","Molecular determination: SRY method",3/25/2004 0:00:00,,"SPECIES ID: MACMATCH, 98%",5/31/2012 16:08:42,"dan.prosperi",6/17/2022 15:50:07
39082,,"CAGN","BXD0012",203830,,,,,,,,"BYCATCH",385,"Kerri Danil",459,"NMFS, SWR, OBSERVER PROGRAM",,,"NMFS, SOUTHWEST REGION FISHERY OBSERVER PROGRAM and SOUTHWEST FISHERIES SCIENCE CENTER",,"SJC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"11/16/2003",2003,11,16,"OFFSHORE",,,,"CALIFORNIA","UNITED STATES OF AMERICA",35.966666,1,"Minute",-121.933333,1,"Minute",1,"North Pacific","M","Field determination: gonads were examined; carcass was examined and dissected.",3/25/2004 0:00:00,,"SPECIES ID: MACMATCH, 98%",5/31/2012 16:08:42,"dan.prosperi",6/17/2022 15:50:07
39083,,"CAGN","BXD0013",203831,,,,,,,,"BYCATCH",385,"Kerri Danil",459,"NMFS, SWR, OBSERVER PROGRAM",,,"NMFS, SOUTHWEST REGION FISHERY OBSERVER PROGRAM and SOUTHWEST FISHERIES SCIENCE CENTER",,"SJC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"11/16/2003",2003,11,16,"OFFSHORE",,,,"CALIFORNIA","UNITED STATES OF AMERICA",35.966666,1,"Minute",-121.933333,1,"Minute",1,"North Pacific","F","Field determination: external exam only; live animal or carcass was examined but not dissected.",3/25/2004 0:00:00,,"GENDER CONFIRMED BY SRY, SPECIES ID: MACMATCH, 98%, LOAN 160",5/31/2012 16:08:42,"dan.prosperi",6/17/2022 15:50:07
39084,,"CAGN","BXD0014",203832,,,,,,,,"BYCATCH",385,"Kerri Danil",459,"NMFS, SWR, OBSERVER PROGRAM",,,"NMFS, SOUTHWEST REGION FISHERY OBSERVER PROGRAM and SOUTHWEST FISHERIES SCIENCE CENTER",,"SJC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"11/16/2003",2003,11,16,"OFFSHORE",,,,"CALIFORNIA","UNITED STATES OF AMERICA",35.966666,1,"Minute",-121.933333,1,"Minute",1,"North Pacific","M","Field determination: external exam only; live animal or carcass was examined but not dissected.",3/25/2004 0:00:00,,"SPECIES ID: MACMATCH, 96%",5/31/2012 16:08:42,"dan.prosperi",6/17/2022 15:50:07
39556,,,"SBMNH2003-38",204304,,,,,,,,"STRANDING",350,"Michelle Berman",10,"Santa Barbara Museum of Natural History",,,"YES, AND NOTIFY OF USE",,"SJC",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"05/30/2003",2003,5,30,"OXNARD SHORES AT 5TH ST.",,,"Ventura","CALIFORNIA","UNITED STATES OF AMERICA",34,1,"Minute",-119,1,"Minute",1,"North Pacific","F","Field determination: gonads were examined; carcass was examined and dissected.",4/6/2004 0:00:00,,"LTH=143.5CM, WT.73LB..  Sample use not restricted, but would like to be acknowledeged.",5/31/2012 16:08:50,"dan.prosperi",6/23/2022 14:04:57
41842,,,"GG#1/9-15-04",205799,,,,,,,,"BIOPSY (PROJECTILE)",718,"TOM JEFFERSON",264,"CLYMENE ENTERPRISES",,,"YES",,"TAJ",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"09/15/2004",2004,9,15,,,,"Monterey","CALIFORNIA","UNITED STATES OF AMERICA",36.783333,1,"Minute",-121.983333,1,"Minute",1,"North Pacific","U",,10/12/2004 0:00:00,,"ADULT.  Source was recorded as ""BIOPSY-SWFSC-JEFFERSON""",5/31/2012 16:09:28,"dan.prosperi",6/23/2022 10:42:28
41843,,,"GG#2/9-15-04",205800,,,,,,,,"BIOPSY (PROJECTILE)",718,"TOM JEFFERSON",264,"CLYMENE ENTERPRISES",,,"YES",,"TAJ",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"09/15/2004",2004,9,15,,,,"Monterey","CALIFORNIA","UNITED STATES OF AMERICA",36.8,1,"Minute",-122,1,"Minute",1,"North Pacific","U",,10/12/2004 0:00:00,,"ADULT.  Source was recorded as ""BIOPSY-SWFSC-JEFFERSON""",5/31/2012 16:09:28,"dan.prosperi",6/23/2022 10:42:28
41844,,,"GG#3/9-15-04",205801,,,,,,,,"BIOPSY (PROJECTILE)",718,"TOM JEFFERSON",264,"CLYMENE ENTERPRISES",,,"YES",,"TAJ",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"09/15/2004",2004,9,15,,,,"Monterey","CALIFORNIA","UNITED STATES OF AMERICA",36.8,1,"Minute",-122,1,"Minute",1,"North Pacific","U",,10/12/2004 0:00:00,,"ADULT.  Source was recorded as ""BIOPSY-SWFSC-JEFFERSON""",5/31/2012 16:09:28,"dan.prosperi",6/23/2022 10:42:28
41845,,,"GG#4/9-15-04",205802,,,,,,,,"BIOPSY (PROJECTILE)",718,"TOM JEFFERSON",264,"CLYMENE ENTERPRISES",,,"YES",,"TAJ",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"09/15/2004",2004,9,15,,,,"Monterey","CALIFORNIA","UNITED STATES OF AMERICA",36.8,1,"Minute",-121.983333,1,"Minute",1,"North Pacific","U",,10/12/2004 0:00:00,,"ADULT.  Source was recorded as ""BIOPSY-SWFSC-JEFFERSON""",5/31/2012 16:09:28,"dan.prosperi",6/23/2022 10:42:28
41846,,,"GG#5/9-15-04",205803,,,,,,,,"BIOPSY (PROJECTILE)",718,"TOM JEFFERSON",264,"CLYMENE ENTERPRISES",,,"YES",,"TAJ",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"09/15/2004",2004,9,15,,,,"Monterey","CALIFORNIA","UNITED STATES OF AMERICA",36.8,1,"Minute",-121.983333,1,"Minute",1,"North Pacific","U",,10/12/2004 0:00:00,,"ADULT.  Source was recorded as ""BIOPSY-SWFSC-JEFFERSON""",5/31/2012 16:09:28,"dan.prosperi",6/23/2022 10:42:28
41847,,,"GG#6/9-15-04",205804,,,,,,,,"BIOPSY (PROJECTILE)",718,"TOM JEFFERSON",264,"CLYMENE ENTERPRISES",,,"YES",,"TAJ",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"09/15/2004",2004,9,15,,,,"Monterey","CALIFORNIA","UNITED STATES OF AMERICA",36.8,1,"Minute",-121.983333,1,"Minute",1,"North Pacific","U",,10/12/2004 0:00:00,,"ADULT.  Source was recorded as ""BIOPSY-SWFSC-JEFFERSON""",5/31/2012 16:09:28,"dan.prosperi",6/23/2022 10:42:28
41850,,,"GG#1/9-18-04",205807,,,,,,,,"BIOPSY (PROJECTILE)",718,"TOM JEFFERSON",264,"CLYMENE ENTERPRISES",,,"YES",,"TAJ",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"09/18/2004",2004,9,18,,,,"Monterey","CALIFORNIA","UNITED STATES OF AMERICA",36.766666,1,"Minute",-122.133333,1,"Minute",1,"North Pacific","U",,10/12/2004 0:00:00,,"ADULT, SUBSAMPLE FOR ZOO.  Source was recorded as ""BIOPSY-SWFSC-JEFFERSON""",5/31/2012 16:09:28,"dan.prosperi",6/23/2022 10:42:28
48062,,,"NEPST173",209349,,,,,,,,"STRANDING",419,"ANTONIO MIGNUCCI-GIANNONI",307,"CARIBBEAN STRANDING NETWORK, UNIVERSIDAD METROPOLITANA",,,,,"KMR",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"Y","Donator requested that PI request permission to use in study","10/16/1991",1991,10,16,,,"Isla de Vieques",,,"PUERTO RICO",18.15,1,"Minute",-65.45,1,"Minute",2,"North Atlantic","M","Field determination: gonads were examined; carcass was examined and dissected.",8/18/2005 0:00:00,,,5/31/2012 16:11:09,"dan.prosperi",6/23/2022 12:38:22
48081,,,"NEPST512",209368,,,,,,,,"STRANDING",419,"ANTONIO MIGNUCCI-GIANNONI",307,"CARIBBEAN STRANDING NETWORK, UNIVERSIDAD METROPOLITANA",,,,,"KMR",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"Y","Donator requested that PI request permission to use in study","06/10/1996",1996,6,10,"GUAYANILLA",,,,,"PUERTO RICO",17.966666,1,"Minute",-66.766666,1,"Minute",2,"North Atlantic","M","Field determination: gonads were examined; carcass was examined and dissected.",8/18/2005 0:00:00,,,5/31/2012 16:11:10,"dan.prosperi",6/23/2022 12:38:22
48084,,,"NEPST533",209371,,,,,,,,"STRANDING",419,"ANTONIO MIGNUCCI-GIANNONI",307,"CARIBBEAN STRANDING NETWORK, UNIVERSIDAD METROPOLITANA",,,,,"KMR",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"Y","Donator requested that PI request permission to use in study","01/28/1998",1998,1,28,"VEGA BAJA",,,,,"PUERTO RICO",18.483333,1,"Minute",-66.366666,1,"Minute",2,"North Atlantic","M","Field determination: gonads were examined; carcass was examined and dissected.",8/18/2005 0:00:00,,,5/31/2012 16:11:10,"dan.prosperi",6/23/2022 12:38:22
48586,,,"HYDE050814.01",209694,,,,,,,,"BIOPSY (PROJECTILE)",552,"JOHN HYDE",1,"SWFSC",,,"J. Hyde, Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"JRH",21,"021","C","CETACEA","G gri","Grampus","griseus","Risso's dolphin",,,"N",,"08/14/2005",2005,8,14,"LA JOLLA, OFFSHORE",,,"San Diego","CALIFORNIA","UNITED STATES OF AMERICA",32.6,1,"Minute",-117.383333,1,"Minute",1,"North Pacific","U",,9/5/2005 0:00:00,,,5/31/2012 16:11:18,"dan.prosperi",6/10/2022 15:06:32
